bits,numberCount,run_id,part1_time,part1_pct,part2_time,part2_pct,part3_time,part3_pct,avg_time
4,70000000,1,0.34229735,24.11153226,1.84e-06,0.00012986,1.07733675,75.88793748,
4,70000000,2,0.34398571,24.19626173,2.39e-06,0.00016784,1.07765552,75.80324976,
4,70000000,3,0.34269505,24.10729724,1.79e-06,0.00012608,1.07883867,75.89220966,
4,70000000,4,0.34437877,24.22630051,2.22e-06,0.00015649,1.07712168,75.77317651,
4,70000000,5,0.34258067,24.08966402,1.98e-06,0.00013946,1.07951773,75.90976786,
4,70000000,avg,0.34318751,24.1462163,2.05e-06,0.00014395,1.07809407,75.8532631,
4,70000000,avg,,,,,,,1.421289
4,90000000,1,0.46593117,24.64441138,1.77e-06,9.379e-05,1.42467767,75.35521249,
4,90000000,2,0.46744875,24.69493371,2.48e-06,0.00013127,1.42543506,75.30456389,
4,90000000,3,0.46607278,24.62395307,1.86e-06,9.848e-05,1.42668054,75.37559752,
4,90000000,4,0.4673486,24.68062839,2.2e-06,0.00011592,1.42622738,75.3189119,
4,90000000,5,0.46591779,24.62587938,1.5e-06,7.945e-05,1.42605993,75.37376946,
4,90000000,avg,0.46654382,24.65396855,1.96e-06,0.00010379,1.42581612,75.34560367,
4,90000000,avg,,,,,,,1.892368
4,110000000,1,0.54595548,24.2739237,1.2e-06,5.342e-05,1.70318044,75.72572109,
4,110000000,2,0.54560405,24.27829826,1.8e-06,8.025e-05,1.70168028,75.72139741,
4,110000000,3,0.54516649,24.22716645,1.17e-06,5.198e-05,1.7050538,75.77248984,
4,110000000,4,0.54625718,24.2893409,1.95e-06,8.68e-05,1.70269483,75.71037322,
4,110000000,5,0.54431872,24.15852075,1.39e-06,6.178e-05,1.70877742,75.84074064,
4,110000000,avg,0.54546038,24.24541144,1.5e-06,6.684e-05,1.70427735,75.75418288,
4,110000000,avg,,,,,,,2.249747
4,130000000,1,0.66998601,24.62238947,1.63e-06,6e-05,2.05104972,75.3773127,
4,130000000,2,0.67290976,24.69008272,2.81e-06,0.00010316,2.05250529,75.30954189,
4,130000000,3,0.67048471,24.65441554,1.35e-06,4.976e-05,2.04903986,75.34531297,
4,130000000,4,0.67229655,24.67849533,3.01e-06,0.00011034,2.0519142,75.32115896,
4,130000000,5,0.66995359,24.59930166,2.03e-06,7.465e-05,2.05350303,75.40035774,
4,130000000,avg,0.67112612,24.64894765,2.17e-06,7.96e-05,2.05160242,75.35072612,
4,130000000,avg,,,,,,,2.722737
4,150000000,1,0.74758979,24.25803719,2.05e-06,6.66e-05,2.33422488,75.74168988,
4,150000000,2,0.74999062,24.31504138,1.94e-06,6.295e-05,2.33447297,75.68468908,
4,150000000,3,0.74838504,24.27750627,1.9e-06,6.171e-05,2.33423311,75.72219637,
4,150000000,4,0.75159837,24.33225038,2e-06,6.482e-05,2.33729178,75.66749913,
4,150000000,5,0.7487372,24.27473954,2.26e-06,7.343e-05,2.33568542,75.72504091,
4,150000000,avg,0.7492602,24.29153411,2.03e-06,6.59e-05,2.33518163,75.70820392,
4,150000000,avg,,,,,,,3.08445
4,170000000,1,0.87531016,24.65709865,1.15e-06,3.243e-05,2.67461221,75.34263884,
4,170000000,2,0.87964942,24.71653813,2.44e-06,6.868e-05,2.67929159,75.28318788,
4,170000000,3,0.87632123,24.63573961,1.44e-06,4.056e-05,2.68078325,75.36400607,
4,170000000,4,0.87863717,24.65198918,1.99e-06,5.593e-05,2.68551705,75.34775359,
4,170000000,5,0.87657773,24.64833136,1.2e-06,3.385e-05,2.67974934,75.35138897,
4,170000000,avg,0.87729914,24.66194363,1.65e-06,4.63e-05,2.67999069,75.33779083,
4,170000000,avg,,,,,,,3.557299
4,190000000,1,0.97837656,24.61774408,1.74e-06,4.388e-05,2.99588878,75.38204218,
4,190000000,2,0.98197258,24.69898848,2.83e-06,7.128e-05,2.99377828,75.30077388,
4,190000000,3,0.97785215,24.60731183,1.69e-06,4.263e-05,2.9959676,75.39249069,
4,190000000,4,0.98286127,24.68069721,2.12e-06,5.331e-05,2.99943664,75.31906045,
4,190000000,5,0.9785335,24.63270845,1.7e-06,4.282e-05,2.9939548,75.36708289,
4,190000000,avg,0.97991921,24.6475095,2.02e-06,5.079e-05,2.99580522,75.35227051,
4,190000000,avg,,,,,,,3.975733
4,210000000,1,1.06026925,24.42143836,1.22e-06,2.811e-05,3.28127548,75.57841286,
4,210000000,2,1.06312248,24.43708518,1.83e-06,4.217e-05,3.28731714,75.5627414,
4,210000000,3,1.05952429,24.40233656,1.26e-06,2.906e-05,3.28236565,75.59750327,
4,210000000,4,1.06291292,24.44890543,2.01e-06,4.63e-05,3.28456635,75.55092312,
4,210000000,5,1.06201364,24.46199581,1.36e-06,3.135e-05,3.27946298,75.5378337,
4,210000000,avg,1.06156852,24.43435677,1.54e-06,3.541e-05,3.28299752,75.56547836,
4,210000000,avg,,,,,,,4.344573
4,230000000,1,1.18428989,24.63442266,1.2e-06,2.5e-05,3.62316151,75.36540891,
4,230000000,2,1.18932799,24.72202935,1.85e-06,3.852e-05,3.62146627,75.27780092,
4,230000000,3,1.18269481,24.65754157,1.24e-06,2.589e-05,3.61378086,75.34230364,
4,230000000,4,1.18816875,24.73532036,1.95e-06,4.06e-05,3.61535466,75.26452417,
4,230000000,5,1.18255784,24.65169251,1.51e-06,3.156e-05,3.61449948,75.34813683,
4,230000000,avg,1.18540786,24.68022079,1.55e-06,3.232e-05,3.61765256,75.31961539,
4,230000000,avg,,,,,,,4.803068
4,250000000,1,1.33408919,23.77589122,2.07e-06,3.695e-05,4.27699849,76.22387761,
4,250000000,2,1.29313986,24.73127346,2.09e-06,3.99e-05,3.93561358,75.26852955,
4,250000000,3,1.28717308,24.63100882,1.92e-06,3.681e-05,3.93863971,75.36878373,
4,250000000,4,1.29126916,24.73705738,2.13e-06,4.087e-05,3.92869899,75.26273783,
4,250000000,5,1.28576168,24.66657168,2.18e-06,4.192e-05,3.9267971,75.33326282,
4,250000000,avg,1.29828659,24.49760575,2.08e-06,3.925e-05,4.00134957,75.50219261,
4,250000000,avg,,,,,,,5.299647
4,270000000,1,1.38996984,24.68230092,1.93e-06,3.43e-05,4.2414652,75.3175482,
4,270000000,2,1.3939299,24.78421052,3.27e-06,5.811e-05,4.23032689,75.21562771,
4,270000000,3,1.3825594,24.65329613,1.97e-06,3.517e-05,4.22544187,75.34654202,
4,270000000,4,1.3893838,24.63473059,2.82e-06,5.007e-05,4.25054509,75.36508863,
4,270000000,5,1.37655223,24.50453866,2.13e-06,3.797e-05,4.24097837,75.49529599,
4,270000000,avg,1.38647903,24.65184799,2.43e-06,4.313e-05,4.23775148,75.34798787,
4,270000000,avg,,,,,,,5.62424
4,290000000,1,1.64064811,25.52213138,1.47e-06,2.281e-05,4.78767631,74.47770359,
4,290000000,2,1.50344581,24.7882586,2.03e-06,3.354e-05,4.56169725,75.21157742,
4,290000000,3,1.50468362,24.82827305,1.18e-06,1.95e-05,4.55567168,75.1715902,
4,290000000,4,1.48788071,24.61200704,2.15e-06,3.563e-05,4.55745552,75.38784993,
4,290000000,5,1.47802145,24.49517993,1.2e-06,1.991e-05,4.55589856,75.50469242,
4,290000000,avg,1.52293594,24.85766599,1.61e-06,2.624e-05,4.60367986,75.14218649,
4,290000000,avg,,,,,,,6.126625
4,310000000,1,1.58052384,24.52538758,1.81e-06,2.813e-05,4.86390711,75.47447514,
4,310000000,2,1.5841782,24.54172828,2.64e-06,4.095e-05,4.87085076,75.45811213,
4,310000000,3,1.58460589,24.55026182,1.49e-06,2.316e-05,4.86992283,75.44959975,
4,310000000,4,1.59521445,24.72876625,2.14e-06,3.323e-05,4.85562287,75.2711103,
4,310000000,5,1.58837274,24.63753077,1.13e-06,1.747e-05,4.85858383,75.36235405,
4,310000000,avg,1.58657902,24.59673173,1.84e-06,2.859e-05,4.86377748,75.40313348,
4,310000000,avg,,,,,,,6.450365
4,330000000,1,1.6603871,24.38933922,1.2e-06,1.764e-05,5.14744522,75.61055353,
4,330000000,2,1.66721595,24.47106993,1.72e-06,2.53e-05,5.14578501,75.52882697,
4,330000000,3,1.65952829,24.38991187,1.2e-06,1.767e-05,5.14462339,75.60998605,
4,330000000,4,1.66492946,24.45282644,1.8e-06,2.643e-05,5.14380344,75.54706412,
4,330000000,5,1.66660967,24.46340518,1.44e-06,2.117e-05,5.1460472,75.53648585,
4,330000000,avg,1.66373409,24.43332573,1.47e-06,2.164e-05,5.14554085,75.5665681,
4,330000000,avg,,,,,,,6.809282
4,350000000,1,1.78017908,24.54965735,1.84e-06,2.544e-05,5.47115263,75.45023062,
4,350000000,2,1.79319651,24.64764917,2.59e-06,3.554e-05,5.4821181,75.35221185,
4,350000000,3,1.78366333,24.58699092,1.84e-06,2.539e-05,5.4708288,75.41289666,
4,350000000,4,1.79261928,24.64860756,2.48e-06,3.404e-05,5.48007122,75.35126186,
4,350000000,5,1.78126141,24.56235164,1.66e-06,2.295e-05,5.47073001,75.43754852,
4,350000000,avg,1.78618392,24.59911087,2.08e-06,2.868e-05,5.47498015,75.40077034,
4,350000000,avg,,,,,,,7.261173
4,370000000,1,1.89914309,24.6871903,1.28e-06,1.67e-05,5.79367486,75.31267897,
4,370000000,2,1.90355098,24.75847239,2.2e-06,2.864e-05,5.78492066,75.2413777,
4,370000000,3,1.88631788,24.56579497,1.54e-06,2.009e-05,5.79231023,75.43410741,
4,370000000,4,1.89630109,24.67521755,2.3e-06,2.997e-05,5.78873298,75.3246656,
4,370000000,5,1.88975394,24.61938119,1.79e-06,2.334e-05,5.78611518,75.38048843,
4,370000000,avg,1.8950134,24.66125114,1.82e-06,2.375e-05,5.78915078,75.33862375,
4,370000000,avg,,,,,,,7.684174
4,390000000,1,1.99881744,22.90734957,1.28e-06,1.47e-05,6.72683417,77.09255419,
4,390000000,2,1.9862998,24.66221255,1.88e-06,2.34e-05,6.06771297,75.33768417,
4,390000000,3,1.97738564,24.59329704,1.17e-06,1.458e-05,6.06295032,75.40660514,
4,390000000,4,1.98548936,24.65173624,1.63e-06,2.028e-05,6.0686593,75.34816939,
4,390000000,5,1.97867296,24.60613328,1.24e-06,1.543e-05,6.06270194,75.39378926,
4,390000000,avg,1.98533304,24.26134369,1.44e-06,1.763e-05,6.19777174,75.73856243,
4,390000000,avg,,,,,,,8.183112
4,410000000,1,2.10268793,24.72863843,1.37e-06,1.606e-05,6.40035065,75.27125397,
4,410000000,2,2.11324361,24.84027099,2e-06,2.355e-05,6.39407782,75.15963866,
4,410000000,3,2.10252361,24.73352998,1.57e-06,1.85e-05,6.39816892,75.26636185,
4,410000000,4,2.11223206,24.82810554,2.34e-06,2.754e-05,6.39518223,75.17178738,
4,410000000,5,2.10260923,24.75475533,1.91e-06,2.243e-05,6.39114142,75.24514783,
4,410000000,avg,2.10665929,24.77707895,1.84e-06,2.162e-05,6.39578421,75.22281904,
4,410000000,avg,,,,,,,8.502452
4,430000000,1,2.18080819,24.60783591,1.11e-06,1.258e-05,6.68143593,75.39208608,
4,430000000,2,2.18946322,24.70841716,1.93e-06,2.18e-05,6.67173336,75.29150051,
4,430000000,3,2.18267566,24.64494543,1.26e-06,1.426e-05,6.67380083,75.35496914,
4,430000000,4,2.18867903,24.73492038,1.98e-06,2.233e-05,6.65985236,75.26499561,
4,430000000,5,2.17972678,24.6400475,1.62e-06,1.834e-05,6.66654178,75.35986053,
4,430000000,avg,2.18427058,24.66722405,1.58e-06,1.786e-05,6.67067285,75.3326916,
4,430000000,avg,,,,,,,8.854951
4,450000000,1,2.28390852,24.56446017,1.19e-06,1.285e-05,7.01369696,75.43545549,
4,450000000,2,2.2973966,24.66489126,1.61e-06,1.733e-05,7.0170365,75.33503001,
4,450000000,3,2.28456281,24.55672667,1.07e-06,1.152e-05,7.01863634,75.44320226,
4,450000000,4,2.29959328,24.6850721,1.5e-06,1.614e-05,7.01612387,75.31485039,
4,450000000,5,2.28447118,24.57285984,1.15e-06,1.238e-05,7.0122472,75.4270701,
4,450000000,avg,2.28998648,24.60884641,1.31e-06,1.404e-05,7.01554817,75.39107725,
4,450000000,avg,,,,,,,9.305542
4,470000000,1,2.38330297,24.642035,1.22e-06,1.263e-05,7.28838543,75.3578756,
4,470000000,2,2.39189518,24.70068631,1.34e-06,1.387e-05,7.29161554,75.29924776,
4,470000000,3,2.38232853,24.62195938,1.37e-06,1.419e-05,7.29328923,75.3779629,
4,470000000,4,2.39156937,24.68821977,1.54e-06,1.593e-05,7.29551027,75.31170266,
4,470000000,5,2.3855355,24.65651771,1.07e-06,1.107e-05,7.28952768,75.34340556,
4,470000000,avg,2.38692631,24.66189787,1.31e-06,1.354e-05,7.29166563,75.33802466,
4,470000000,avg,,,,,,,9.678599
8,50000000,1,0.24648002,24.35177679,1.82e-06,0.00018002,0.76567642,75.64743452,
8,50000000,2,0.24768748,24.42646722,1.71e-06,0.000169,0.76631607,75.57263155,
8,50000000,3,0.24687438,24.40770647,1.26e-06,0.00012472,0.764579,75.59156028,
8,50000000,4,0.24737975,24.38491237,2.13e-06,0.00021032,0.76709027,75.61422835,
8,50000000,5,0.24641373,24.3694646,1.32e-06,0.0001306,0.76473639,75.62978134,
8,50000000,avg,0.24696707,24.38807904,1.65e-06,0.00016297,0.76567963,75.61111358,
8,50000000,avg,,,,,,,1.012655
8,70000000,1,0.34446796,24.22364086,1.02e-06,7.175e-05,1.07755795,75.77592172,
8,70000000,2,0.3454537,24.31362996,1.67e-06,0.00011753,1.07536337,75.68593687,
8,70000000,3,0.34496363,24.26901718,8.9e-07,6.267e-05,1.07644566,75.73052857,
8,70000000,4,0.34663876,24.36691799,1.85e-06,0.00013012,1.0759346,75.63265713,
8,70000000,5,0.34512173,24.29232786,9.8e-07,6.922e-05,1.07557383,75.70717859,
8,70000000,avg,0.34532915,24.2931112,1.28e-06,9.026e-05,1.07617508,75.70644015,
8,70000000,avg,,,,,,,1.421511
8,90000000,1,0.44647344,24.36630794,9.7e-07,5.299e-05,1.38585929,75.6333334,
8,90000000,2,0.44821516,24.4469632,1.6e-06,8.75e-05,1.38519486,75.55257071,
8,90000000,3,0.44688156,24.3815445,9.1e-07,4.972e-05,1.38597998,75.61809573,
8,90000000,4,0.44711716,24.4007187,1.68e-06,9.187e-05,1.38526765,75.59881317,
8,90000000,5,0.44707696,24.37499557,1.24e-06,6.766e-05,1.38707672,75.62453879,
8,90000000,avg,0.44715285,24.39410772,1.28e-06,6.995e-05,1.3858757,75.60546861,
8,90000000,avg,,,,,,,1.833036
8,110000000,1,0.55543085,24.45930401,1.2e-06,5.303e-05,1.71539852,75.54037392,
8,110000000,2,0.55510274,24.4463787,1.7e-06,7.502e-05,1.71558216,75.55316874,
8,110000000,3,0.55786561,24.52895811,1.5e-06,6.609e-05,1.71643905,75.47061716,
8,110000000,4,0.55402153,24.40737585,1.98e-06,8.704e-05,1.71586272,75.59219986,
8,110000000,5,0.55505227,24.46035277,1.17e-06,5.169e-05,1.71413129,75.53929347,
8,110000000,avg,0.5554946,24.46049946,1.51e-06,6.657e-05,1.71548275,75.53910504,
8,110000000,avg,,,,,,,2.270986
8,130000000,1,0.6508692,24.48953511,1.68e-06,6.337e-05,2.00686883,75.51023304,
8,130000000,2,0.65285316,24.55274079,1.9e-06,7.156e-05,2.00612382,75.44703932,
8,130000000,3,0.65076105,24.51393445,1.18e-06,4.447e-05,2.0038918,75.4858821,
8,130000000,4,0.65285844,24.57963842,1.77e-06,6.674e-05,2.00323123,75.42017774,
8,130000000,5,0.6498528,24.46706062,1.14e-06,4.294e-05,2.00617392,75.53276557,
8,130000000,avg,0.65143893,24.52058599,1.54e-06,5.782e-05,2.00525792,75.47921543,
8,130000000,avg,,,,,,,2.656702
8,150000000,1,0.75532121,24.41449306,2.01e-06,6.508e-05,2.3384078,75.58511597,
8,150000000,2,0.75695891,24.56960637,1.69e-06,5.471e-05,2.32390156,75.42991532,
8,150000000,3,0.75324132,24.49817348,1.27e-06,4.136e-05,2.32142932,75.50140551,
8,150000000,4,0.75559254,24.58246259,1.78e-06,5.805e-05,2.3181016,75.41716345,
8,150000000,5,0.75535839,24.48282227,1.28e-06,4.157e-05,2.32987783,75.51645102,
8,150000000,avg,0.75529447,24.50939523,1.61e-06,5.217e-05,2.32634362,75.49012651,
8,150000000,avg,,,,,,,3.081653
8,170000000,1,0.85237054,24.43348818,1.18e-06,3.373e-05,2.63615313,75.56621598,
8,170000000,2,0.85664749,24.53221618,2.02e-06,5.776e-05,2.63526964,75.46745345,
8,170000000,3,0.85463388,24.49406064,1.2e-06,3.443e-05,2.63450387,75.50566316,
8,170000000,4,0.85778715,24.54718498,2.19e-06,6.275e-05,2.63664355,75.45249046,
8,170000000,5,0.85493481,24.42912945,1.19e-06,3.404e-05,2.64470851,75.57058821,
8,170000000,avg,0.85527477,24.48720818,1.56e-06,4.454e-05,2.63745574,75.51248996,
8,170000000,avg,,,,,,,3.492741
8,190000000,1,0.96536289,24.61893884,1.2e-06,3.061e-05,2.95584993,75.38086395,
8,190000000,2,0.96757081,24.59507512,2.03e-06,5.172e-05,2.96642304,75.40471125,
8,190000000,3,0.96279878,24.5593508,1.2e-06,3.071e-05,2.95748804,75.44046367,
8,190000000,4,0.96984094,24.66918096,1.72e-06,4.386e-05,2.96153736,75.33060122,
8,190000000,5,0.96322691,24.60778079,1.01e-06,2.589e-05,2.95108357,75.39201522,
8,190000000,avg,0.96576006,24.61008936,1.44e-06,3.657e-05,2.95847639,75.38970699,
8,190000000,avg,,,,,,,3.924244
8,210000000,1,1.06762855,24.6260974,1.82e-06,4.187e-05,3.26771534,75.37366467,
8,210000000,2,1.07649599,24.68797587,2.87e-06,6.593e-05,3.28389976,75.31178809,
8,210000000,3,1.0680512,24.57569213,1.5e-06,3.459e-05,3.27790523,75.42408975,
8,210000000,4,1.07524232,24.65467638,3.07e-06,7.031e-05,3.28595765,75.3450838,
8,210000000,5,1.0663823,24.53398281,2.15e-06,4.948e-05,3.28016048,75.46580691,
8,210000000,avg,1.07076007,24.61575296,2.28e-06,5.246e-05,3.27912769,75.38401859,
8,210000000,avg,,,,,,,4.349898
8,230000000,1,1.16608858,24.58777977,1.86e-06,3.93e-05,3.57645719,75.4120597,
8,230000000,2,1.16821591,24.61324846,2.18e-06,4.599e-05,3.57806544,75.38658973,
8,230000000,3,1.16584949,24.5883727,1.6e-06,3.376e-05,3.57560985,75.41147309,
8,230000000,4,1.17191256,24.67235401,2.48e-06,5.226e-05,3.57798112,75.32747725,
8,230000000,5,1.16710036,24.5757279,1.75e-06,3.69e-05,3.58188997,75.4241505,
8,230000000,avg,1.16783338,24.60750981,1.98e-06,4.165e-05,3.57800071,75.39233681,
8,230000000,avg,,,,,,,4.745841
8,250000000,1,1.27524101,24.59924678,1.24e-06,2.397e-05,3.90881467,75.40056812,
8,250000000,2,1.28224849,24.69822934,1.64e-06,3.164e-05,3.909405,75.30161452,
8,250000000,3,1.27147764,24.52991341,1.16e-06,2.242e-05,3.91189234,75.4699708,
8,250000000,4,1.27781188,24.61269019,1.59e-06,3.062e-05,3.91386112,75.38719303,
8,250000000,5,1.27231176,24.53827636,1.16e-06,2.244e-05,3.91269104,75.46161019,
8,250000000,avg,1.27581816,24.59570591,1.36e-06,2.622e-05,3.91133283,75.40415664,
8,250000000,avg,,,,,,,5.187158
8,270000000,1,1.37236995,24.62250403,1.15e-06,2.07e-05,4.2012648,75.37738615,
8,270000000,2,1.37757701,24.66912242,1.84e-06,3.302e-05,4.20663251,75.33076689,
8,270000000,3,1.37376958,24.60256061,1.2e-06,2.154e-05,4.21007136,75.39731364,
8,270000000,4,1.37776153,24.6712565,1.94e-06,3.481e-05,4.20671205,75.32861829,
8,270000000,5,1.37088706,24.57960927,1.17e-06,2.106e-05,4.20644177,75.42028685,
8,270000000,avg,1.37447302,24.62902596,1.46e-06,2.623e-05,4.2062245,75.37085896,
8,270000000,avg,,,,,,,5.580704
8,290000000,1,1.46521248,24.5417402,1.15e-06,1.918e-05,4.5050658,75.45810339,
8,290000000,2,1.47103337,24.62773666,1.68e-06,2.819e-05,4.5020332,75.37210954,
8,290000000,3,1.46510908,24.54738773,1.08e-06,1.809e-05,4.50337587,75.45248002,
8,290000000,4,1.47145811,24.63446672,1.6e-06,2.683e-05,4.5017009,75.365381,
8,290000000,5,1.46412883,24.54917761,1.09e-06,1.829e-05,4.49992936,75.45071382,
8,290000000,avg,1.46738837,24.58011989,1.32e-06,2.212e-05,4.50242103,75.41973943,
8,290000000,avg,,,,,,,5.969818
8,310000000,1,1.57448843,24.56494126,1.69e-06,2.641e-05,4.83499609,75.43491122,
8,310000000,2,1.57993354,24.65942255,2.2e-06,3.438e-05,4.82707505,75.34043704,
8,310000000,3,1.57385014,24.58509208,1.39e-06,2.177e-05,4.82778673,75.41479237,
8,310000000,4,1.58361625,24.74186774,1.9e-06,2.976e-05,4.81692861,75.25801172,
8,310000000,5,1.57429271,24.67792974,1.85e-06,2.907e-05,4.80505375,75.32193873,
8,310000000,avg,1.57723621,24.64580748,1.81e-06,2.828e-05,4.82236805,75.3540614,
8,310000000,avg,,,,,,,6.399613
8,330000000,1,1.67271154,24.61681881,1.22e-06,1.801e-05,5.12227435,75.3830513,
8,330000000,2,1.67840129,24.66688552,2.35e-06,3.459e-05,5.12585809,75.33297021,
8,330000000,3,1.67158147,24.62417084,1.33e-06,1.965e-05,5.11678621,75.37569659,
8,330000000,4,1.67929744,24.66022441,2.37e-06,3.478e-05,5.13043462,75.33964277,
8,330000000,5,1.6710877,24.59427649,1.53e-06,2.256e-05,5.12352388,75.40559535,
8,330000000,avg,1.67461589,24.63249868,1.76e-06,2.592e-05,5.12377543,75.36736778,
8,330000000,avg,,,,,,,6.7984
8,350000000,1,1.78061953,24.60456187,1.61e-06,2.218e-05,5.45632048,75.39531736,
8,350000000,2,1.78565239,24.68319022,2.18e-06,3.016e-05,5.44862423,75.31669052,
8,350000000,3,1.77900885,24.59000643,1.73e-06,2.392e-05,5.45566475,75.40987266,
8,350000000,4,1.78522496,24.67430759,1.71e-06,2.368e-05,5.44992328,75.32556738,
8,350000000,5,1.78078835,24.61414982,1.64e-06,2.268e-05,5.4540181,75.38572371,
8,350000000,avg,1.78225882,24.63324131,1.77e-06,2.452e-05,5.45291017,75.3666362,
8,350000000,avg,,,,,,,7.235178
8,370000000,1,1.87159608,24.59358511,1.07e-06,1.407e-05,5.73849565,75.4063242,
8,370000000,2,1.88040551,24.6711775,1.82e-06,2.392e-05,5.74145891,75.32872628,
8,370000000,3,1.87489347,24.60907846,1.07e-06,1.403e-05,5.74380639,75.3908337,
8,370000000,4,1.88203836,24.68602173,2.08e-06,2.733e-05,5.74185723,75.31388051,
8,370000000,5,1.8867272,24.70428135,1.08e-06,1.413e-05,5.75051306,75.2956191,
8,370000000,avg,1.87913213,24.65287329,1.43e-06,1.87e-05,5.74322625,75.34703229,
8,370000000,avg,,,,,,,7.622366
8,390000000,1,1.9852437,24.65734217,1.19e-06,1.482e-05,6.06607623,75.34254735,
8,390000000,2,1.98958278,24.71793627,1.68e-06,2.093e-05,6.05955427,75.28195251,
8,390000000,3,1.98141112,24.64217651,1.19e-06,1.481e-05,6.05931123,75.35771623,
8,390000000,4,1.98930929,24.70241069,1.78e-06,2.214e-05,6.06377857,75.29746589,
8,390000000,5,1.98376967,24.67234564,1.18e-06,1.467e-05,6.05668,75.32754656,
8,390000000,avg,1.98586331,24.67845237,1.41e-06,1.748e-05,6.06108006,75.32143559,
8,390000000,avg,,,,,,,8.046952
8,410000000,1,2.08747051,24.68265651,1.93e-06,2.286e-05,6.36975634,75.31723543,
8,410000000,2,2.1026713,24.77653619,2.47e-06,2.916e-05,6.38386182,75.22335221,
8,410000000,3,2.11961583,22.97268069,1.96e-06,2.128e-05,7.10705538,77.0272195,
8,410000000,4,2.09442768,24.65857497,1.98e-06,2.334e-05,6.39927111,75.34130093,
8,410000000,5,2.09006811,24.63926822,1.67e-06,1.971e-05,6.39259491,75.3606354,
8,410000000,avg,2.09885069,24.32218337,2.01e-06,2.324e-05,6.53050791,75.67770878,
8,410000000,avg,,,,,,,8.629368
8,430000000,1,2.19168546,24.59090425,1.2e-06,1.347e-05,6.72089354,75.40901838,
8,430000000,2,2.20104007,24.65625022,1.91e-06,2.141e-05,6.72585688,75.34365798,
8,430000000,3,2.21603972,25.06049035,1.5e-06,1.7e-05,6.62671394,74.93940606,
8,430000000,4,2.25168421,25.0947598,1.84e-06,2.056e-05,6.72103499,74.90515669,
8,430000000,5,2.25833007,25.14958889,1.07e-06,1.192e-05,6.72125425,74.85034348,
8,430000000,avg,2.22375591,24.91068985,1.51e-06,1.687e-05,6.70315072,75.08922542,
8,430000000,avg,,,,,,,8.926914
8,450000000,1,2.34383455,24.96982372,1.88e-06,2.005e-05,7.04282481,75.03008002,
8,450000000,2,2.41388271,26.17330983,2.35e-06,2.551e-05,6.80879826,73.82661368,
8,450000000,3,2.4423053,27.04117368,1.68e-06,1.864e-05,6.58948948,72.95874487,
8,450000000,4,2.47292833,26.18556553,2.63e-06,2.789e-05,6.97092317,73.81433717,
8,450000000,5,2.50798858,27.02928244,2.35e-06,2.529e-05,6.77078499,72.97061139,
8,450000000,avg,2.4361879,26.27252031,2.18e-06,2.351e-05,6.83656414,73.72738805,
8,450000000,avg,,,,,,,9.272761
16,50000000,1,0.40126853,33.9810435,1.32e-06,0.00011184,0.77957853,66.01786631,
16,50000000,2,0.4742145,26.06730296,3.05e-06,0.00016746,1.34496176,73.93178778,
16,50000000,3,0.42184686,27.62644636,1.52e-06,9.975e-05,1.10510796,72.37272254,
16,50000000,4,0.47769458,19.68275276,2.63e-06,0.00010843,1.94925538,80.31640507,
16,50000000,5,0.4194521,26.70374696,1.33e-06,8.455e-05,1.15129505,73.29535801,
16,50000000,avg,0.43889531,25.74240994,1.97e-06,0.00011554,1.26603974,74.25669146,
16,50000000,avg,,,,,,,1.70495
16,70000000,1,0.60632501,25.59300178,2.3e-06,9.726e-05,1.76276609,74.40642432,
16,70000000,2,0.57062809,25.07385978,2.28e-06,0.00010036,1.70514891,74.92562191,
16,70000000,3,0.62492899,28.02756164,1.47e-06,6.612e-05,1.60475461,71.97195117,
16,70000000,4,0.6427088,28.09539538,3.12e-06,0.0001362,1.64487318,71.90404536,
16,70000000,5,0.58385543,30.15508906,2.03e-06,0.00010503,1.35230909,69.84434611,
16,70000000,avg,0.60568926,27.28733627,2.24e-06,0.00010102,1.61397038,72.71212325,
16,70000000,avg,,,,,,,2.219672
16,90000000,1,0.75024346,28.50807746,1.76e-06,6.69e-05,1.88142996,71.4913941,
16,90000000,2,0.75162686,27.4936294,3.32e-06,0.00012129,1.98218105,72.50585944,
16,90000000,3,0.74476279,29.19063384,2.02e-06,7.93e-05,1.80660085,70.80888623,
16,90000000,4,0.72966047,28.77597,3.12e-06,0.0001229,1.80597314,71.22302921,
16,90000000,5,0.78949653,29.44464387,1.77e-06,6.613e-05,1.89178434,70.55498581,
16,90000000,avg,0.75315802,28.67243377,2.4e-06,9.129e-05,1.87359387,71.3269919,
16,90000000,avg,,,,,,,2.626767
16,110000000,1,0.94116082,28.9606575,1.23e-06,3.786e-05,2.30861949,71.03901534,
16,110000000,2,0.94126716,27.98179361,2.81e-06,8.343e-05,2.42257601,72.01783408,
16,110000000,3,0.95901401,29.39415703,1.16e-06,3.562e-05,2.3035763,70.60552079,
16,110000000,4,0.95704117,29.4283808,2.54e-06,7.795e-05,2.29505072,70.57128658,
16,110000000,5,0.88549011,29.62946427,1.34e-06,4.489e-05,2.10304456,70.37016319,
16,110000000,avg,0.93679465,29.06250235,1.82e-06,5.631e-05,2.28657341,70.93715255,
16,110000000,avg,,,,,,,3.223379
16,130000000,1,1.01935308,28.62795266,2.49e-06,7.006e-05,2.5413233,71.37162248,
